comment_cleaned,label
دیر اومد اعلام تاخیری پیتزا سرده سرد کیفیت پیتزا پایین سالاد دیگه وقت پیتزا دارت سفارش نمیدم هیچوقت,1
حمل بد غذا پیتزاها چپ جعبه,1
کیفیت آش حلیم,0
برنج ته دیگی خورشت چرب ادویههاش,0
گاتا بنظرم چرب شرینیها تازه,1
سفارشات تازه دستم پیک,0
لذیذ کیفیت خدا قوت,0
اصلا خوشمزه نظرم اصلا تازه,1
شیرینی نارگیلی دوبرابر شیرینی گردویی میکسشون مساوی لیستشون بگن اندازه شیرینی گردویی کوچکتر شیرینیهای نارگیلی,1
کیفیت بطور میانگین تاخیری تحویل غذا آزار دهنده سرد بدستم کیفیتترین غذا سرد باشه لذتی نداره,1
بسته سفارش تازه تحویل سریع ممنون,0
غذا سفارش میدم دفعه بل تاخیر اومد غذا تقریبا یخزده سیب زمینیها طعم ماهی میدادند,1
پیتزا داخل جعبه لهشده طعمش,0
گوشت بیکیفیت نپخته پیتزا,1
سلام گرم معمول کنجد کنجد سفارش میدم بازگو میکنم نمیشود جاهای دیگه گرفتم قیمت واقعا پرکنجد چشم میاد اخرین سفارش مرسی اهمیت نمیدین,1
دوغ گرم متأسفانه,0
کیفیت راضیکننده ظرف غذا طوری غذا کباب لهشده حدودی,0
شیرینی هاش شیرینی شرق تهران هست اغراق فوقالعاده تازه خوشمزه لطیفه سفارش میدادم دانمارکی قبلا سفارش دادم ازشون اونم عالیه,0
ساندویچ املت ساندویچ نیمرو ارسال دومین رستوران قبیل اشتباهات میکند مدیریت میباشد تشکر,1
اقا داشتید سفارش میدادید حتما یادداشت سفارش تاکید نوشیدنی فراموش نکن سفارش دادم یادشون رفته مجبور پیک بفرستن,0
ظاهر غذا همزمان ارسال محتویات متنوع طعم مرغ خمیر پیتزا شور سایز پیتزا قیمت همراهش پوره خوشمزه رایگان اون شور,0
حجم غذا قیمت هست ضخامت چیپس پنیر نیم سانت بیشترش ظرف چسبیده,1
چهارتا دستمال بلند انتخاب عکس هشت دستمال نصف سایز ارسال,1
سلام کیفیت غذا گرم,0
غذا دورچین میشه کره گیاهی کره حیوانی غذا گذاشته بشه,0
غذا دیر دستمون مسافت رستوران غذا خمیر سرد نمیدونم چطور میتونید مزخرف مشتری بدید,1
سوپرهای اسنپ تنوعبسیار بالایی داره,0
سس سفته بقیش خوبه,0
مسیر کوتاه ساعت زمان آماده غذا غذا سرد مواد داخلش نون راضی نبودم دیگه سفارش نمیدم,1
االعاده بیمزه طعم مزهای نداشت,1
جعبه پیتزا میکس پاره موقع آوردن بهم ریخته,1
لطفا توضیحات دقت کتید,0
کنجد مبلغ کیفیت قابلقبول,0
دیزی دیدار چیش عالیه پیشنهاد میکنم امتحانش,0
تارت میوه حتما امتحان خوشمزست تیرامیسو,0
والا دفه لاریسا حضوری خرید کردیم سفارشی شیرینیهای موندشو گذاشت ایندفه دستش درد نکنه سفارش جعبه چندتا تازه گذاشت پای سیب ردیف بالایی تازه گذاشت ردیف زیری مونده توی شیرینی دانمارکی دونشو یه مدل تازه اونم فک ازون مدل مونده تموم خب آقا اندازه فروشتون پخت کنین مجبور نباشین موندهها خورد مردم بدین طعم اگه تازه باشه شیرینیاهش پخت همون روز عالیه,0
برنج افتضاح غذا ضمنا کیفیت خورشتها جوجه واقعا غمانگیز,1
بجای بستنی بستنی تومانی فرستادن سوپر جوابگو نیستن میگن خودتون پشتیبانی زنگ بزنید پولو بگیرین,1
کباب کوبیده سفارش دادم زرشک پلو مرغ براچی آوردین کی جوابگو باشه,1
کیفیت عای ارسال سریع سفارش راضی بودم,0
سلام ممنون واقعا برگر سیبزمینی طعم برگر مواد داخل قیمتش واقعا ممنون مدیر یت فست فود اسنپ فود,0
کیفیت تنوع دورچین بسته نحوی باشه تراکم مخلفات کمتر جدا کنه غذای اصلی هست قراردادن غذا مخلفات فشرده,0
کیفیت محصولات توی خریدم داره افت میکنه توی توضیحات سفارش قدر مینویسم دفعه غذا مونده بیکیفیت رسیدگی کنین بیفایده کمال تعجب براشون پیتزا مونده بیات سیبزمینی کدر کهنه اینبارم ریختم راضی نیستم همسایهها همنظر میگن کیفیت سابقشون,1
بسته بد بودپیتزا همراه دلستربود ک دلسترشو اسنپنده زنگ ک زدم نفرستادن پولشو,1
بیکیفیت کیفیت پایین مرغ بو میداد اصلا درست طبخ نشده ساندویچ قیمت کمحجم بدمزه خیار ساندویچ رست بیف,1
سلام ممنون ارسالتون لیمو ترش کیلو سفارش دادم کیلو تحویل دادین لیمو شیرین همهاش ریز اندازه گردو درسته آبگیری سفارش دادم تاش,1
جوجه کبابش میپخت,0
غذای تند مشکلی ندارم تندی ودیگه مزه پیتزا احساس نمیکردی پیتزا برشته باشه,0
خوشمزه کیفیت بودد,0
دونات روکش شکلات سفارش دادم جاش برام پیراشکی شکلاتی اوردن خیلیم چرب,1
پیک خوشاخلاق ارسال سریع کیفیت غذا,0
کیفیت غذا بد نان خشک کیفیت گوشت پایین,1
واقعا ناراضی بودم شیرینی باقلوای شهرزاد خشکشده وغیر خوردن ومنو دردسر انداخت خاطر مهمون داشتم ونتونستم شیرینی سرو,1
نان کیسههای کاغذی پارچهای فرستاده باشه,0
کیفیت طعم مرغ,0
خیارشور بسته زده حساب میکنن بابا خداوکیلی انصاف باشید,1
پیازها ریخته درهم برهم بدست پیک تند تصادف,0
زولبیا بامیه چرب مشکل هزینه پیک دیروز هزینه نداشت چسبیدیم نان سحر یهو کردنش یه چنتا اجناسک ندارن زنگ میزنن جایگزین پیشنهاد میکنن اینجوری دهرید مشتریهاتونو دست میدین,1
اسم اینو گذاشتید پیتزا خام خام سوسیس نپخته پیزا ریخته,1
افتضاحترین ماکارونی عمرم یه قاشق خورده بودمفقط ریختم جوجه شم معمولی حسنش بسته باسلیقه ش,1
کیفیت طعم غذا سماق فراموششده پیک مودب خوشبرخورد راضی بودم ممنون,0
بازم مرسی بچههای وان,0
پپرونی امریکایی اولا سایزش زده صورتی سایز بمن بودیعنی سانت ضخامت پیزای امریکایی باشه ضخامت پیتزا ایتالیلایی میخورد بنظر مقایرت مشخصات دادهشده,1
درسفارش زده درچین امانداشت غدا سردبود بیکیفیت سیخ سیخ کوبیده سرد گوجه کلا ناقص,1
تشکر میکنم چی,0
غذا نظرفقط نفهمیدم سون آپ پپسی ارسال کردین,0
زمان طولانی,0
غذا سرد بااینکه فاصله مکانی نداشت,1
ضعیفه اصلا طعمی نداره,1
گران حساب میکنه,1
داخل پیتزا آروستو پن تیکههای فلفل تند استفاده بودین قبلا سفارش بودم اینجوری مجبور شدم فلفلها جدا خوردن باشه,1
برخلاف اصلا پیتزا استیک استیکهای پیتزا خام,1
خوشمزه,0
نان فیله استریپس غذا سرد توجه قیمت کیفیت نداشت,1
برنج شفته بسته نداشت پیاز نان داخل پلاستیک جدا غذا ظرف یکبار مصرف تاخیر تحویل کیفیت پایین برنج خورشت دیگه رستوران وجه سفارش نمیدم,1
شیرینی مکزیکی عکس فرق تازه شهد میریزید,0
مواد غذایی مصرفی کهنه بخصوص گوشت استیک بوقلمون,1
مزه کباب خوشمزه تقریبا خام ماست سیر راضی نبودم,1
کیفیت شدت پایین اومده,1
شیر روزی تاریخش تموم شه,1
نان خشک,0
ممنون بسته مزه میزان گوشت,0
ساندویچ نونش خمیر لهشده اصلا بسته نشده,1
باکیفیت گرم دستم ممنون,0
خمیر شل حدی اسلایسها جدا,1
سلام سس سیر ارسالی بشدت بد تیکههای سیر دندون میومد وااقعا حس بدی منتقل میکرد کیفیت پیتزا سابق بشدت ارزش خرید دیگه نداره نکتهی آخر توجه توضیحات نشده درخواست آویشن فلفل بودم ارسال نشد,1
بدترین کیک یزدی الان خورد خشک بدمزه,1
حیف پول نمیدونم تومن پرس پول کمیه اسمش ماهیچه گوشت شتر سفت بیمزه حجم غذا قیمت ناراضی بودم غذای هانی چشمم افتاد,1
برگر سفارش میدادم قشقایی بیمزه,1
پیاز سلیقه,0
قیمت مواد غذایی کمتر قیمت ثبتشده اپلیکیشن مثلا تاید اپلیکیشن ثبتشده,1
